,sign,freq,city,format,state,geometry
421,K210BN,89.90000000000002,"Clarksville, AR",Religious,AR,
422,K210BO,89.90000000000002,"Aspen, CO",Christian Contemporary,CO,
423,K210BQ,89.90000000000002,"Woodward, OK",Religious,OK,
424,K210BS,89.90000000000002,"Gunnison, CO",Public Radio,CO,
425,K210BX,89.90000000000002,"Van Horn, TX",Religious,TX,
426,K210BY,89.90000000000002,"Klamath Falls, OR",Religious,OR,
427,K210CB,89.90000000000002,"Broken Bow, NE",Christian Contemporary,NE,
428,K210CC,89.90000000000002,"Limon, CO",Public Radio,CO,
429,K210CE,89.90000000000002,"Mesa, CO",Christian Contemporary,CO,
430,K210CF,89.90000000000002,"Kodiak, AK",Christian Contemporary,AK,
431,K210CG,88.3,"Spirit Lake, IA",Christian Contemporary,IA,
432,K210CH,89.90000000000002,"Ventura, CA",Adult Album Alternative,CA,
433,K210CL,89.90000000000002,"Lemon Grove, CA",Public Radio,CA,
434,K210CN,89.90000000000002,"Bellingham, WA",Religious,WA,
435,K210CR,89.90000000000002,"Atchison, KS",Public Radio,KS,
436,K210CW,89.90000000000002,"Newport, OR",Christian Contemporary,OR,
437,K210CX,89.90000000000002,"Yakima, WA",Christian Contemporary,WA,
438,K210DK,89.90000000000002,"Ellensburg, WA",Public Radio,WA,
439,K210DL,89.90000000000002,"Apple Valley, CA",Christian Contemporary,CA,
440,K210DP,89.90000000000002,"Coos Bay, OR",Christian Contemporary,OR,
441,K210DR,89.90000000000002,"Brainerd, MN",Public Radio,MN,
442,K210DS,89.90000000000002,"Brookings, OR",Christian Contemporary,OR,
443,K210DT,89.90000000000002,"Pocatello, ID",Christian Contemporary,ID,
444,K210DU,89.50000000000001,"Saint George, Etc., UT",Christian Contemporary,UT,
445,K210DV,89.90000000000002,"De Queen, AR",Christian Contemporary,AR,
446,K210DY,89.90000000000002,"Black Canyon City, AZ",Religious,AZ,
447,K210EB,89.90000000000002,"Clovis, NM",Religious,NM,
448,K210EF,89.90000000000002,"Clifton, AZ",Religious,AZ,
449,K210EH,89.90000000000002,"Bolinas, CA",Variety,CA,
450,K210EJ,89.90000000000002,"Alice, TX",Spanish Christian,TX,
451,K210EL,89.90000000000002,"Diamondville, WY",Christian Contemporary,WY,
452,K210EN,89.90000000000002,"Joshua Tree, CA",Religious,CA,
453,K210EO,89.90000000000002,"Santa Paula, CA",Adult Album Alternative,CA,
454,K210ER,89.90000000000002,"Morton, TX",Spanish Christian,TX,
455,K210ES,89.90000000000002,"Aberdeen, WA",Christian Contemporary,WA,
456,K210ET,89.90000000000002,"Moapa, Etc., NV",Public Radio,NV,
457,K210EU,89.90000000000002,"Tucson, AZ",Christian Contemporary,AZ,
458,K210EV,89.90000000000002,"Pine Grove, CA",Religious,CA,
459,K210EW,89.90000000000002,"Rosamond, CA",Spanish Christian,CA,
460,K211AB,90.10000000000002,"Libby, MT",Religious,MT,
461,K211AP,90.10000000000002,"Centralia, WA",Public Radio,WA,
462,K211AT,90.10000000000002,"Mountain Point, Etc., AK",Public Radio,AK,
463,K211AU,90.10000000000002,"Thorne Bay, AK",Public Radio,AK,
464,K211AV,90.10000000000002,"Hydaburg, AK",Public Radio,AK,
465,K211AW,90.10000000000002,"Manitou Springs, CO",Public Radio,CO,
466,K211AX,90.10000000000002,"Klawock, AK",Public Radio,AK,
467,K211BB,90.10000000000002,"Kanab, UT",Public Radio,UT,
468,K211BD,90.10000000000002,"Idaho Falls, ID",Christian Contemporary,ID,
469,K211BG,90.10000000000002,"Sitka, AK",Public Radio,AK,
470,K211BH,90.10000000000002,"Ouray, CO",Public Radio,CO,
471,K211BP,90.10000000000002,"Florence, OR",Adult Album Alternative,OR,
472,K211BU,90.10000000000002,"Parowan, UT",Public Radio,UT,
473,K211BX,90.10000000000002,"Pocahontas, AR",Religious,AR,
474,K211BY,90.10000000000002,"Yakutat, AK",Public Radio,AK,
475,K211CF,90.10000000000002,"Perryton, TX",Religious,TX,
476,K211CK,90.10000000000002,"Fillmore, UT",Public Radio,UT,
477,K211CL,90.10000000000002,"Beaver, UT",Public Radio,UT,
478,K211CO,90.10000000000002,"Redding, CA",Christian Contemporary,CA,
479,K211CQ,90.10000000000002,"Manila &amp; Dutch John, UT",Public Radio,UT,
480,K211CV,90.10000000000002,"Vernal, Etc., UT",Public Radio,UT,
481,K211CW,90.10000000000002,"Hobbs, NM",Religious,NM,
482,K211DC,90.10000000000002,"Las Vegas, NV",Religious,NV,
483,K211DD,90.10000000000002,"Yuma, AZ",Religious,AZ,
484,K211DF,90.10000000000002,"Foothill Farms, CA",Religious,CA,
485,K211DH,90.10000000000002,"Annabella, Etc., UT",Public Radio,UT,
486,K211DK,90.10000000000002,"Santa Ana, CA",Spanish Christian,CA,
487,K211DP,90.10000000000002,"Alma, NE",Christian Contemporary,NE,
488,K211DR,90.10000000000002,"Victoria, TX",Spanish Christian,TX,
489,K211DW,90.10000000000002,"Tucumcari, NM",Religious,NM,
490,K211DY,90.10000000000002,"Natchitoches, LA",Religious,LA,
491,K211EC,90.10000000000002,"Watertown, SD",Religious,SD,
492,K211EF,90.10000000000002,"South Lake Tahoe, CA",Public Radio,CA,
493,K211EI,90.10000000000002,"Lamar, CO",Religious,CO,
494,K211EQ,90.10000000000002,"New Castle, CO",Christian Contemporary,CO,
495,K211EX,90.10000000000002,"Basalt, CO",Public Radio,CO,
496,K211EY,90.10000000000002,"Palmdale, CA",Christian Contemporary,CA,
497,K211FC,90.10000000000002,"Eagar, AZ",Religious,AZ,
498,K211FE,89.90000000000002,"Winnemucca, NV",Christian Contemporary,NV,
499,K211FG,90.10000000000002,"Battle Mountain, NV",Christian Contemporary,NV,
500,K211FH,90.10000000000002,"Shelton, WA",Christian Contemporary,WA,
501,K211FI,90.10000000000002,"Keyes, OK",Religious,OK,
502,K211FQ,90.10000000000002,"Gettysburg, SD",Religious,SD,
503,K211FR,90.10000000000002,"Ely, MN",Public Radio,MN,
504,K211FS,90.10000000000002,"Williston, ND",Christian Contemporary,ND,
505,K211FV,90.10000000000002,"Sedalia, MO",Christian Contemporary,MO,
506,K211FZ,90.10000000000002,"Austin, TX",Religious,TX,
507,K211GB,90.10000000000002,"Gray Summit, MO",Religious,MO,
508,K211GE,90.10000000000002,"Mitchell, SD",Religious,SD,
509,K211GF,90.10000000000002,"Brookings, SD",Religious,SD,
510,K211GG,90.10000000000002,"Kearney, NE",Religious,NE,
511,K212AM,90.30000000000003,"Carlin, Etc., NV",Christian Contemporary,NV,
512,K212AO,90.30000000000003,"Thompson Falls, MT",Religious,MT,
513,K212AQ,90.30000000000003,"Riley, OR",Public Radio,OR,
514,K212AS,90.30000000000003,"Sisters, OR",Public Radio,OR,
515,K212BB,90.30000000000003,"Alamogordo, NM",Religious,NM,
516,K212BC,90.30000000000003,"Shelby, MT",Public Radio,MT,
517,K212BD,90.30000000000003,"Barstow, CA",Religious,CA,
518,K212BF,90.30000000000003,"Eugene, OR",Christian Contemporary,OR,
519,K212BJ,90.30000000000003,"Dublin, CA",Religious,CA,
520,K212DF,90.30000000000003,"Red Bluff, CA",Religious,CA,
521,K212DG,90.30000000000003,"Bushland, TX",Religious,TX,
522,K212DJ,90.30000000000003,"Clearlake, CA",Religious,CA,
523,K212DK,90.30000000000003,"Westwood, CA",Religious,CA,
524,K212DO,90.30000000000003,"Oakridge, OR",Religious,OR,
525,K212DQ,89.10000000000001,"Lakeview, OR",Christian Contemporary,OR,
526,K212DT,90.30000000000003,"Dillon, MT",Religious,MT,
527,K212DX,90.30000000000003,"Ponca City, Etc., OK",Religious,OK,
528,K212EH,90.30000000000003,"Silver City, NM",Religious,NM,
529,K212EK,88.9,"Victorville, CA",Religious,CA,
530,K212EO,90.30000000000003,"El Paso, TX",Religious,TX,
531,K212EY,90.30000000000003,"Sandpoint, ID",Religious,ID,
532,K212FA,90.30000000000003,"Temple City, CA",Public Radio,CA,
533,K212FD,90.30000000000003,"Azalea, CA",Religious,CA,
534,K212FE,90.30000000000003,"Bay City, TX",Spanish Christian,TX,
535,K212FF,90.30000000000003,"Dorris, CA",Religious,CA,
536,K212FH,90.30000000000003,"Marshall, MN",News/Talk,MN,
537,K212FK,90.30000000000003,"Wenatchee, Etc., WA",Public Radio,WA,
538,K212FM,90.30000000000003,"Warroad, MN",Religious,MN,
539,K212FN,90.30000000000003,"Lone Star, CO",Public Radio,CO,
540,K212FO,90.30000000000003,"Great Falls, MT",Religious,MT,
541,K212FP,90.30000000000003,"Seligman, AZ",Religious,AZ,
542,K212FQ,89.50000000000001,"Salmon, ID",Religious,ID,
543,K212FS,90.30000000000003,"Kihei, HI",Christian Contemporary,HI,
544,K212FU,90.30000000000003,"Lewistown, MT",Christian Contemporary,MT,
545,K212FV,90.30000000000003,"Goodrich, TX",Public Radio,TX,
546,K212FW,90.30000000000003,"Joplin, MO",Religious,MO,
547,K212FY,90.30000000000003,"Vail, Etc., CO",Christian Contemporary,CO,
548,K212FZ,90.30000000000003,"Ada, OK",Christian Contemporary,OK,
549,K212GA,90.30000000000003,"Evanston, WY",Religious,WY,
550,K212GC,90.30000000000003,"Pomona, CA",Spanish Christian,CA,
551,K212GD,90.30000000000003,"Raton, NM",Religious,NM,
552,K212GE,90.30000000000003,"Lihue, HI",Christian Contemporary,HI,
553,K212GF,90.30000000000003,"Las Cruces, NM",Religious,NM,
554,K212GG,90.30000000000003,"Grand Island, NE",Religious,NE,
555,K212GH,90.30000000000003,"Ottumwa, IA",Christian Contemporary,IA,
556,K212GI,90.30000000000003,"Hastings, NE",Christian Contemporary,NE,
557,K212GL,90.30000000000003,"Tacoma, WA",Christian Contemporary,WA,
558,K212GM,90.30000000000003,"Crescent City, Etc., CA",Classical,CA,
559,K212GQ,90.30000000000003,"Farmington, NM",Religious,NM,
560,K213AA,90.50000000000003,"Laketown &amp; Garden Ci, UT",Public Radio,UT,
561,K213AI,90.50000000000003,"Klamath Falls, OR",Classical,OR,
562,K213AU,90.50000000000003,"Big Timber, MT",Public Radio,MT,
563,K213BB,90.50000000000003,"Soda Springs, ID",Public Radio,ID,
564,K213BF,90.50000000000003,"Quincy, CA",Christian Contemporary,CA,
565,K213BN,90.50000000000003,"Orofino, ID",Religious,ID,
566,K213BU,90.50000000000003,"Port Orford, OR",Classical,OR,
567,K213BX,90.50000000000003,"Nucla, CO",Christian Contemporary,CO,
568,K213BZ,88.1,"Richvale, CA",Christian Contemporary,CA,
569,K213CF,90.50000000000003,"Grants Pass, OR",Religious,OR,
570,K213CK,89.50000000000001,"Montrose, CO",Religious,CO,
571,K213CL,90.50000000000003,"Huron, SD",Religious,SD,
572,K213CN,90.50000000000003,"West Memphis, AR",Religious,AR,
573,K213CQ,90.50000000000003,"Salt Lake City, UT",Religious,UT,
574,K213CS,90.50000000000003,"Dallas, TX",Religious,TX,
575,K213DF,90.50000000000003,"Kalispell, MT",Religious,MT,
576,K213DK,90.50000000000003,"Willow Springs, MO",Religious,MO,
577,K213DM,90.50000000000003,"Heppner, OR",Religious,OR,
578,K213DN,90.50000000000003,"Morris, MN",Religious,MN,
579,K213DT,90.50000000000003,"Kerrville, TX",Christian Contemporary,TX,
580,K213DU,90.50000000000003,"Goldendale/the Dalle, WA",Public Radio,WA,
581,K213DV,90.50000000000003,"Pleasant Hill, IA",Christian Contemporary,IA,
582,K213DX,90.50000000000003,"Hines, OR",Christian Contemporary,OR,
583,K213EA,90.50000000000003,"Roswell, NM",Religious,NM,
584,K213EC,90.50000000000003,"Bullhead City, Etc., AZ",Christian Contemporary,AZ,
585,K213EE,90.50000000000003,"Rural Emery County, UT",Public Radio,UT,
586,K213EH,89.70000000000002,"Chico, CA",Religious,CA,
587,K213EJ,90.50000000000003,"Holyoke, CO",Public Radio,CO,
588,K213EL,90.50000000000003,"Laramie, WY",Christian Contemporary,WY,
589,K213EM,90.50000000000003,"Edmond, OK",Christian Contemporary,OK,
590,K213EN,90.50000000000003,"Hailey, ID",Public Radio,ID,
591,K213ER,90.50000000000003,"Winslow, AZ",Religious,AZ,
592,K213ET,90.50000000000003,"Eagle Nest, NM",Public Radio,NM,
593,K213EU,90.50000000000003,"Fayetteville, AR",Religious,AR,
594,K213EW,90.50000000000003,"San Angelo, TX",Religious,TX,
595,K213EZ,90.50000000000003,"Riverton, WY",Jazz,WY,
596,K213FA,90.50000000000003,"Grand Rapids, MN",Religious,MN,
597,K213FF,90.50000000000003,"Prescott, AZ",Religious,AZ,
598,K213FJ,90.50000000000003,"San Antonio, TX",Religious,TX,
599,K213FL,90.50000000000003,"Flagstaff, AZ",Christian Contemporary,AZ,
600,K213FM,89.30000000000001,"Corvallis, OR",Religious,OR,
601,K214AJ,90.70000000000003,"Milford, Etc., UT",Public Radio,UT,
602,K214AQ,90.70000000000003,"Mount Vernon, OR",Public Radio,OR,
603,K214AR,90.70000000000003,"South Spokane, WA",Public Radio,WA,
604,K214AU,90.70000000000003,"Sharon Springs, KS",Christian Contemporary,KS,
605,K214BA,90.70000000000003,"Mason City, Etc., IA",Classical,IA,
606,K214BC,90.70000000000003,"Burlington, IA",Religious,IA,
607,K214BD,90.70000000000003,"North Point Higgins, AK",Public Radio,AK,
608,K214BE,90.70000000000003,"Shreveport, Etc., LA",Christian Contemporary,LA,
609,K214BN,90.70000000000003,"Edgemont, SD",Public Radio,SD,
610,K214BS,90.70000000000003,"Yreka, CA",Religious,CA,
611,K214CA,90.70000000000003,"Grand Junction, CO",Religious,CO,
612,K214CE,90.70000000000003,"Grambling, LA",Public Radio,LA,
613,K214CI,90.70000000000003,"Eugene, OR",Christian Contemporary,OR,
614,K214CS,90.70000000000003,"Sonoma, CA",Jazz,CA,
615,K214CT,90.70000000000003,"Mariposa, CA",Religious,CA,
616,K214DE,90.70000000000003,"Antonito, CO",Religious,CO,
617,K214DF,90.70000000000003,"Golden Valley, MN",Christian Contemporary,MN,
618,K214DI,90.70000000000003,"Casper, WY",Religious,WY,
619,K214DK,90.70000000000003,"Holdrege, NE",Christian Contemporary,NE,
620,K214DN,90.70000000000003,"Sun City, AZ",Christian Contemporary,AZ,
621,K214ED,90.70000000000003,"Bakersfield, CA",Religious,CA,
622,K214EE,90.70000000000003,"Yankee Hill, CA",Christian Contemporary,CA,
623,K214EG,90.70000000000003,"Monticello, UT",Public Radio,UT,
624,K214EH,90.70000000000003,"Rockville, Etc., UT",Public Radio,UT,
625,K214EL,90.70000000000003,"Holbrook, AZ",Christian Contemporary,AZ,
626,K214EM,90.70000000000003,"Durant, OK",Religious,OK,
627,K214ET,90.70000000000003,"San Luis Obispo, CA",Religious,CA,
628,K214EV,90.70000000000003,"Winnemucca, NV",Christian Contemporary,NV,
629,K214EW,90.70000000000003,"Bellingham, WA",Public Radio,WA,
630,K214EZ,90.70000000000003,"Worland, WY",Public Radio,WY,
631,K214FA,90.70000000000003,"Hawthorne, Etc., NV",Christian Contemporary,NV,
632,K214FC,90.70000000000003,"Yankton, SD",Religious,SD,
633,K214FG,90.70000000000003,"Casa Grande, AZ",Christian Contemporary,AZ,
634,K214FI,90.70000000000003,"Raymond, WA",Public Radio,WA,
635,K214FJ,90.70000000000003,"Golden, CO",Religious,CO,
636,K214FK,90.70000000000003,"Palmer, AK",Religious,AK,
637,K214FP,90.70000000000003,"Fergus Falls, MN",Religious,MN,
638,K214FR,90.70000000000003,"Island City, OR",Christian Contemporary,OR,
639,K215AC,90.90000000000003,"Snowmass Village, CO",Public Radio,CO,
640,K215AD,90.90000000000003,"Chelan, Etc., WA",Religious,WA,
641,K215AF,90.90000000000003,"Cambria, CA",Public Radio,CA,
642,K215AG,90.90000000000003,"Solvang, Etc., CA",Public Radio,CA,
643,K215AH,90.90000000000003,"Avila Beach, CA",Public Radio,CA,
644,K215AI,90.90000000000003,"Mitchell, SD",Public Radio,SD,
645,K215AM,90.90000000000003,"Snyder, TX",Christian Contemporary,TX,
646,K215AR,90.90000000000003,"Cave Junction, Etc., OR",Public Radio,OR,
647,K215AX,90.90000000000003,"Pagosa Springs, CO",Christian Contemporary,CO,
648,K215BA,90.90000000000003,"Beaumont, CA",Public Radio,CA,
649,K215BC,90.90000000000003,"Thomasville, CO",Public Radio,CO,
650,K215BI,90.90000000000003,"Burney, CA",Classical,CA,
651,K215BN,90.90000000000003,"Cascade, ID",Classical,ID,
652,K215BQ,90.90000000000003,"Bishop, Etc., CA",Public Radio,CA,
653,K215BS,90.70000000000003,"Craig, CO",Christian Contemporary,CO,
654,K215BY,90.90000000000003,"Emery County, UT",Public Radio,UT,
655,K215BZ,90.30000000000003,"Dillon, CO",Christian Contemporary,CO,
656,K215CF,90.90000000000003,"Saint George, UT",Public Radio,UT,
657,K215CH,90.90000000000003,"Alpine, TX",Religious,TX,
658,K215CM,90.90000000000003,"Eureka, Etc., NV",Public Radio,NV,
659,K215CQ,90.90000000000003,"Santa Rosa, CA",Public Radio,CA,
660,K215CR,90.90000000000003,"The Dalles, OR",Christian Contemporary,OR,
661,K215CV,90.90000000000003,"Guymon, OK",Spanish Christian,OK,
662,K215CW,89.90000000000002,"Glendive, MT",Religious,MT,
663,K215CX,90.90000000000003,"Lovelock, NV",Christian Contemporary,NV,
664,K215DA,90.90000000000003,"Silver Cliff, CO",Christian Contemporary,CO,
665,K215DJ,90.90000000000003,"Meadview, AZ",Religious,AZ,
666,K215DP,90.90000000000003,"Port Angeles, WA",Christian Contemporary,WA,
667,K215DS,90.90000000000003,"Truckee, CA",Public Radio,CA,
668,K215DT,90.90000000000003,"San Augustin, NM",Public Radio,NM,
669,K215DU,90.90000000000003,"Hutchinson, MN",Christian Contemporary,MN,
670,K215DX,90.90000000000003,"Round Mountain, NV",Religious,NV,
671,K215ED,90.90000000000003,"Sunriver, OR",Classical,OR,
672,K215EG,89.70000000000002,"Gallup, NM",Religious,NM,
673,K215EH,90.70000000000003,"Kailua, HI",Religious,HI,
674,K215EK,90.90000000000003,"Carlsbad, NM",Religious,NM,
675,K215EL,90.90000000000003,"North Moab, UT",Public Radio,UT,
676,K215EM,90.90000000000003,"Eagle, CO",Christian Contemporary,CO,
677,K215EQ,88.5,"Lompoc, CA",Religious,CA,
678,K215ET,90.90000000000003,"Barstow, CA",Religious,CA,
679,K215EW,90.90000000000003,"Deer Lodge, MT",Religious,MT,
680,K215FA,90.90000000000003,"North Las Vegas, NV",Spanish Christian,NV,
681,K215FC,90.90000000000003,"Beeville, TX",Spanish Christian,TX,
682,K215FD,90.90000000000003,"Round Rock, TX",Religious,TX,
683,K215FF,90.90000000000003,"Rock Springs, WY",Christian Contemporary,WY,
684,K215FG,90.90000000000003,"Lustre, MT",Religious,MT,
685,K215FH,90.90000000000003,"Kermit, TX",Spanish Christian,TX,
686,K215FJ,90.90000000000003,"Carson City, NV",Christian Contemporary,NV,
687,K215FK,90.90000000000003,"Sparks, NV",Christian Contemporary,NV,
688,K215FM,90.90000000000003,"Fort Collins, CO",Classical,CO,
689,K215FN,90.90000000000003,"Des Moines, IA",Religious,IA,
690,K215FP,90.90000000000003,"Manhattan, KS",Religious,KS,
691,K215FR,90.90000000000003,"Toledo, OR",Religious,OR,
692,K215FS,90.90000000000003,"Dalhart, TX",Religious,TX,
693,K215FV,90.90000000000003,"Idaho Falls, ID",Public Radio,ID,
694,K215FW,90.90000000000003,"Tucson, AZ",Classical,AZ,
695,K215FX,90.90000000000003,"Coalinga, CA",Religious,CA,
696,K216AA,91.10000000000004,"Point Baker, AK",Public Radio,AK,
697,K216AC,91.10000000000004,"Tropic, Etc., UT",Public Radio,UT,
698,K216AD,91.10000000000004,"Randolph, Etc., UT",Public Radio,UT,
699,K216AG,91.10000000000004,"Cayucos, CA",Public Radio,CA,
700,K216AN,91.10000000000004,"Nenana, AK",Public Radio,AK,
701,K216AW,91.90000000000005,"Grants, NM",Public Radio,NM,
702,K216AX,91.10000000000004,"Laurel, CA",Religious,CA,
703,K216BB,91.10000000000004,"Elko, Etc., NV",Christian Contemporary,NV,
704,K216BD,91.10000000000004,"Fort Jones, Etc., CA",Classical,CA,
705,K216BF,91.10000000000004,"Aspen, CO",Public Radio,CO,
706,K216BG,91.10000000000004,"Unalaska, Etc., AK",Public Radio,AK,
707,K216BI,91.10000000000004,"Valley Falls, Etc., OR",Public Radio,OR,
708,K216BJ,91.10000000000004,"Roswell, NM",Public Radio,NM,
709,K216BN,91.10000000000004,"Prudhoe Bay, AK",Public Radio,AK,
710,K216BO,91.10000000000004,"Rangely, CO",Public Radio,CO,
711,K216BP,91.10000000000004,"Meeker, CO",Public Radio,CO,
712,K216BT,91.10000000000004,"McAlester, Etc., OK",Religious,OK,
713,K216CH,91.10000000000004,"Emigrant, MT",Public Radio,MT,
714,K216CU,91.10000000000004,"Cuba, NM",Public Radio,NM,
715,K216CX,91.10000000000004,"Yucca Valley, CA",Religious,CA,
716,K216DA,91.10000000000004,"Dolores, CO",Public Radio,CO,
717,K216DC,91.10000000000004,"Forsyth, MT",Public Radio,MT,
718,K216DF,91.10000000000004,"Kodiak, AK",Religious,AK,
719,K216DG,91.10000000000004,"Ketchikan, AK",Religious,AK,
720,K216DN,91.10000000000004,"Bonham, TX",Religious,TX,
721,K216DQ,91.10000000000004,"Raton, Etc., NM",Public Radio,NM,
722,K216DR,91.10000000000004,"Central Point, OR",Christian Contemporary,OR,
723,K216DS,91.10000000000004,"Browning, MT",Religious,MT,
724,K216DT,91.10000000000004,"Tok, AK",Public Radio,AK,
725,K216EA,91.10000000000004,"Alamogordo, NM",Christian Contemporary,NM,
726,K216EB,91.10000000000004,"Hood River, OR",Christian Contemporary,OR,
727,K216ED,91.10000000000004,"Phillipsburg, KS",Christian Contemporary,KS,
728,K216EE,91.10000000000004,"Minot, ND",Religious,ND,
729,K216EF,91.10000000000004,"Florence, CO",Classical,CO,
730,K216EH,91.10000000000004,"Colton, OR",Christian Contemporary,OR,
731,K216EI,91.10000000000004,"El Campo, TX",Spanish Christian,TX,
732,K216EM,91.10000000000004,"Arcadia, CA",Christian Contemporary,CA,
733,K216ES,91.10000000000004,"Cardiff, CO",Christian Contemporary,CO,
734,K216EV,91.10000000000004,"Logandale, NV",Christian Contemporary,NV,
735,K216EX,91.10000000000004,"Minden, LA",Religious,LA,
736,K216FA,91.10000000000004,"Quartz Hill, CA",Religious,CA,
737,K216FC,91.10000000000004,"Palestine, TX",Religious,TX,
738,K216FD,91.10000000000004,"Columbus, TX",Religious,TX,
739,K216FI,91.10000000000004,"Honolulu, HI",Religious,HI,
740,K216FO,91.10000000000004,"Guadalupe, AZ",Spanish Christian,AZ,
741,K216FQ,91.10000000000004,"Santa Maria, CA",Religious,CA,
742,K216FR,91.10000000000004,"Clinton, OK",Christian Contemporary,OK,
743,K216FW,91.10000000000004,"Steamboat Springs, CO",Classical,CO,
744,K216FX,91.10000000000004,"Mena, AR",Religious,AR,
745,K216FZ,91.10000000000004,"Redwood Falls, MN",Public Radio,MN,
746,K216GA,91.10000000000004,"Chanute, KS",Religious,KS,
747,K216GE,91.10000000000004,"Forks, WA",Public Radio,WA,
748,K216GF,91.10000000000004,"Silverton, CO",Public Radio,CO,
749,K216GG,91.10000000000004,"Plainview, TX",Religious,TX,
750,K216GH,91.10000000000004,"Waialua, HI",College,HI,
751,K216GI,91.10000000000004,"Nogales, AZ",Public Radio,AZ,
752,K216GJ,91.10000000000004,"Helena, MT",Religious,MT,
753,K216GK,91.10000000000004,"Brookfield, MO",Religious,MO,
754,K216GL,91.10000000000004,"Jonesboro, AR",Religious,AR,
755,K216GM,91.10000000000004,"Canton, MO",Religious,MO,
756,K216GP,91.10000000000004,"Wickenburg, AZ",Christian Contemporary,AZ,
757,K216GQ,90.30000000000003,"Santa Fe, NM",Public Radio,NM,
758,K216GR,91.10000000000004,"Poplar Bluff, MO",Religious,MO,
759,K216GU,90.70000000000003,"Roseburg, OR",Religious,OR,
760,K216GV,91.10000000000004,"Bellingham, WA",Christian Contemporary,WA,
